Month,Isopod_ID,Field_Habitat,Color_Initial,Tank_ID,Trial_Type,Time_Interval,Time (h),Location,Location_Color,Location_Habitat,Sex,Weather,Date_of_Collection,Area (cmsq)
July,GR54,Fucus,GR,D,BASU/GAFU,0,9:52,GAFU,G,AFU,F,"66F, Partly Cloudy",Early July,0.398
July,GR54,Fucus,GR,D,BASU/GAFU,1,11:00,GAFU,G,AFU,F,"66F, Partly Cloudy",Early July,0.398
July,GR54,Fucus,GR,D,BASU/GAFU,2,11:52,BASU,B,ASU,F,"66F, Partly Cloudy",Early July,0.398
July,GR54,Fucus,GR,D,BASU/GAFU,3,12:54,BASU,B,ASU,F,"66F, Partly Cloudy",Early July,0.398
July,BR55,Eelgrass,BR,A,GASU/BAFU,0,13:01,SB,NONE,SB,F,"70F, Cloudy",Mid June,0.377
July,BR55,Eelgrass,BR,A,GASU/BAFU,1,14:01,SB,NONE,SB,F,"70F, Cloudy",Mid June,0.377
July,BR55,Eelgrass,BR,A,GASU/BAFU,2,15:01,SB,NONE,SB,F,"70F, Cloudy",Mid June,0.377
July,BR55,Eelgrass,BR,A,GASU/BAFU,3,16:01,GASU,G,ASU,F,"70F, Cloudy",Mid June,0.377
July,GR55,Eelgrass,GR,B,BASU/GAFU,0,13:05,SB,NONE,SB,M,"70F, Cloudy",Mid June,0.564
July,GR55,Eelgrass,GR,B,BASU/GAFU,1,14:05,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.564
July,GR55,Eelgrass,GR,B,BASU/GAFU,2,15:05,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.564
July,GR55,Eelgrass,GR,B,BASU/GAFU,3,16:05,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.564
July,BR56,Eelgrass,BR,C,GASU/BAFU,0,13:08,SB,NONE,SB,F,"70F, Cloudy",Mid June,0.367
July,BR56,Eelgrass,BR,C,GASU/BAFU,1,14:08,BAFU,B,AFU,F,"70F, Cloudy",Mid June,0.367
July,BR56,Eelgrass,BR,C,GASU/BAFU,2,15:08,BAFU,B,AFU,F,"70F, Cloudy",Mid June,0.367
July,BR56,Eelgrass,BR,C,GASU/BAFU,3,16:08,BAFU,B,AFU,F,"70F, Cloudy",Mid June,0.367
July,GR56,Eelgrass,GR,D,BASU/GAFU,0,13:11,GAFU,G,AFU,M,"70F, Cloudy",Mid June,0.482
July,GR56,Eelgrass,GR,D,BASU/GAFU,1,14:11,GAFU,G,AFU,M,"70F, Cloudy",Mid June,0.482
July,GR56,Eelgrass,GR,D,BASU/GAFU,2,15:11,GAFU,G,AFU,M,"70F, Cloudy",Mid June,0.482
July,GR56,Eelgrass,GR,D,BASU/GAFU,3,16:11,GAFU,G,AFU,M,"70F, Cloudy",Mid June,0.482
July,BR57,Fucus,BR,A,GASU/BAFU,0,11:37,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.636
July,BR57,Fucus,BR,A,GASU/BAFU,1,12:37,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.636
July,BR57,Fucus,BR,A,GASU/BAFU,2,13:39,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.636
July,BR57,Fucus,BR,A,GASU/BAFU,3,14:37,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.636
July,GR57,Fucus,GR,B,BASU/GAFU,0,11:40,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.701
July,GR57,Fucus,GR,B,BASU/GAFU,1,12:40,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.701
July,GR57,Fucus,GR,B,BASU/GAFU,2,13:41,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.701
July,GR57,Fucus,GR,B,BASU/GAFU,3,14:40,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.701
July,BR58,Fucus,BR,C,GASU/BAFU,0,11:43,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.598
July,BR58,Fucus,BR,C,GASU/BAFU,1,12:43,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.598
July,BR58,Fucus,BR,C,GASU/BAFU,2,13:43,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.598
July,BR58,Fucus,BR,C,GASU/BAFU,3,14:43,GASU,G,ASU,M,"70F, Cloudy",Mid June,0.598
July,GR58,Fucus,GR,D,BASU/GAFU,0,11:47,SW,NONE,TW,M,"70F, Cloudy",Mid June,0.812
July,GR58,Fucus,GR,D,BASU/GAFU,1,12:51,GAFU,G,AFU,M,"70F, Cloudy",Mid June,0.812
July,GR58,Fucus,GR,D,BASU/GAFU,2,13:48,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.812
July,GR58,Fucus,GR,D,BASU/GAFU,3,14:47,BASU,B,ASU,M,"70F, Cloudy",Mid June,0.812
July,BR59,Eelgrass,BR,A,GASU/BAFU,0,9:46,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.34
July,BR59,Eelgrass,BR,A,GASU/BAFU,1,10:46,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.34
July,BR59,Eelgrass,BR,A,GASU/BAFU,2,11:46,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.34
July,BR59,Eelgrass,BR,A,GASU/BAFU,3,12:46,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.34
July,GR59,Eelgrass,GR,B,BASU/GAFU,0,9:47,BASU,B,ASU,M,"63F, Partly Cloudy",Mid June,0.34
July,GR59,Eelgrass,GR,B,BASU/GAFU,1,10:47,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,0.34
July,GR59,Eelgrass,GR,B,BASU/GAFU,2,11:47,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,0.34
July,GR59,Eelgrass,GR,B,BASU/GAFU,3,12:47,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,0.34
July,BR60,Eelgrass,BR,C,GASU/BAFU,0,9:48,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.329
July,BR60,Eelgrass,BR,C,GASU/BAFU,1,10:48,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.329
July,BR60,Eelgrass,BR,C,GASU/BAFU,2,11:48,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.329
July,BR60,Eelgrass,BR,C,GASU/BAFU,3,12:48,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.329
July,GR60,Eelgrass,GR,D,BASU/GAFU,0,9:49,BASU,B,ASU,M,"63F, Partly Cloudy",Mid June,0.205
July,GR60,Eelgrass,GR,D,BASU/GAFU,1,10:52,SW,NONE,TW,M,"63F, Partly Cloudy",Mid June,0.205
July,GR60,Eelgrass,GR,D,BASU/GAFU,2,11:50,BASU,G,ASU,M,"63F, Partly Cloudy",Mid June,0.205
July,GR60,Eelgrass,GR,D,BASU/GAFU,3,12:49,BASU,G,ASU,M,"63F, Partly Cloudy",Mid June,0.205
July,BR61,Fucus,BR,A,GASU/BAFU,0,12:49,BAFU,B,AFU,F,"63F, Partly Cloudy",Mid June,0.269
July,BR61,Fucus,BR,A,GASU/BAFU,1,13:50,BAFU,B,AFU,F,"63F, Partly Cloudy",Mid June,0.269
July,BR61,Fucus,BR,A,GASU/BAFU,2,14:50,Drain,NONE,Drain,F,"63F, Partly Cloudy",Mid June,0.269
July,BR61,Fucus,BR,A,GASU/BAFU,3,15:49,Drain,NONE,Drain,F,"63F, Partly Cloudy",Mid June,0.269
July,GR61,Fucus,GR,B,BASU/GAFU,0,12:50,Drain,NONE,Drain,M,"63F, Partly Cloudy",Mid June,0.582
July,GR61,Fucus,GR,B,BASU/GAFU,1,14:20,BASU,B,ASU,M,"63F, Partly Cloudy",Mid June,0.582
July,GR61,Fucus,GR,B,BASU/GAFU,2,14:58,BASU,B,ASU,M,"63F, Partly Cloudy",Mid June,0.582
July,GR61,Fucus,GR,B,BASU/GAFU,3,15:50,BASU,B,ASU,M,"63F, Partly Cloudy",Mid June,0.582
July,BR62,Fucus,BR,C,GASU/BAFU,0,12:51,GASU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.319
July,BR62,Fucus,BR,C,GASU/BAFU,1,14:15,BAFU,G,ASU,F,"63F, Partly Cloudy",Mid June,0.319
July,BR62,Fucus,BR,C,GASU/BAFU,2,14:57,BAFU,B,AFU,F,"63F, Partly Cloudy",Mid June,0.319
July,BR62,Fucus,BR,C,GASU/BAFU,3,15:51,BAFU,B,AFU,F,"63F, Partly Cloudy",Mid June,0.319
July,GR62,Fucus,GR,D,BASU/GAFU,0,12:53,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,1.419
July,GR62,Fucus,GR,D,BASU/GAFU,1,13:55,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,1.419
July,GR62,Fucus,GR,D,BASU/GAFU,2,14:56,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,1.419
July,GR62,Fucus,GR,D,BASU/GAFU,3,15:53,GAFU,G,AFU,M,"63F, Partly Cloudy",Mid June,1.419
July,BR63,Eelgrass,BR,A,GASU/BAFU,0,9:37,SB,NONE,SB,F,"64F, Partly Cloudy",Mid June,0.365
July,BR63,Eelgrass,BR,A,GASU/BAFU,1,10:37,SB,NONE,SB,F,"64F, Partly Cloudy",Mid June,0.365
July,BR63,Eelgrass,BR,A,GASU/BAFU,2,11:37,SB,NONE,SB,F,"64F, Partly Cloudy",Mid June,0.365
July,BR63,Eelgrass,BR,A,GASU/BAFU,3,12:37,SB,NONE,SB,F,"64F, Partly Cloudy",Mid June,0.365
July,GR63,Eelgrass,GR,B,BASU/GAFU,0,9:39,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.615
July,GR63,Eelgrass,GR,B,BASU/GAFU,1,10:39,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.615
July,GR63,Eelgrass,GR,B,BASU/GAFU,2,11:39,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.615
July,GR63,Eelgrass,GR,B,BASU/GAFU,3,12:39,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.615
July,BR64,Eelgrass,BR,C,GASU/BAFU,0,9:41,TW,NONE,TW,M,"64F, Partly Cloudy",Mid June,0.31
July,BR64,Eelgrass,BR,C,GASU/BAFU,1,10:53,GASU,G,ASU,M,"64F, Partly Cloudy",Mid June,0.31
July,BR64,Eelgrass,BR,C,GASU/BAFU,2,11:41,TW,NONE,TW,M,"64F, Partly Cloudy",Mid June,0.31
July,BR64,Eelgrass,BR,C,GASU/BAFU,3,12:41,GASU,G,ASU,M,"64F, Partly Cloudy",Mid June,0.31
July,GR64,Eelgrass,GR,D,BASU/GAFU,0,9:43,GAFU,B,AFU,M,"64F, Partly Cloudy",Mid June,0.57
July,GR64,Eelgrass,GR,D,BASU/GAFU,1,10:43,GAFU,B,AFU,M,"64F, Partly Cloudy",Mid June,0.57
July,GR64,Eelgrass,GR,D,BASU/GAFU,2,11:43,GAFU,B,AFU,M,"64F, Partly Cloudy",Mid June,0.57
July,GR64,Eelgrass,GR,D,BASU/GAFU,3,12:43,GAFU,B,AFU,M,"64F, Partly Cloudy",Mid June,0.57
July,BR65,Fucus,BR,A,GASU/BAFU,0,12:44,GASU,G,ASU,F,"64F, Partly Cloudy",Mid June,0.364
July,BR65,Fucus,BR,A,GASU/BAFU,1,13:44,GASU,G,ASU,F,"64F, Partly Cloudy",Mid June,0.364
July,BR65,Fucus,BR,A,GASU/BAFU,2,14:44,GASU,G,ASU,F,"64F, Partly Cloudy",Mid June,0.364
July,BR65,Fucus,BR,A,GASU/BAFU,3,15:44,GASU,G,ASU,F,"64F, Partly Cloudy",Mid June,0.364
July,GR65,Fucus,GR,B,BASU/GAFU,0,12:46,GAFU,B,AFU,M,"64F, Partly Cloudy",Mid June,0.395
July,GR65,Fucus,GR,B,BASU/GAFU,1,13:47,SB,NONE,SB,M,"64F, Partly Cloudy",Mid June,0.395
July,GR65,Fucus,GR,B,BASU/GAFU,2,14:46,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.395
July,GR65,Fucus,GR,B,BASU/GAFU,3,15:46,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.395
July,BR66,Fucus,BR,C,GASU/BAFU,0,12:48,SB,NONE,SB,F,"64F, Partly Cloudy",Mid June,0.313
July,BR66,Fucus,BR,C,GASU/BAFU,1,13:48,BAFU,B,AFU,F,"64F, Partly Cloudy",Mid June,0.313
July,BR66,Fucus,BR,C,GASU/BAFU,2,14:48,BAFU,B,AFU,F,"64F, Partly Cloudy",Mid June,0.313
July,BR66,Fucus,BR,C,GASU/BAFU,3,15:48,BAFU,B,AFU,F,"64F, Partly Cloudy",Mid June,0.313
July,GR66,Fucus,GR,D,BASU/GAFU,0,12:50,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.814
July,GR66,Fucus,GR,D,BASU/GAFU,1,13:50,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.814
July,GR66,Fucus,GR,D,BASU/GAFU,2,14:50,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.814
July,GR66,Fucus,GR,D,BASU/GAFU,3,15:50,BASU,B,ASU,M,"64F, Partly Cloudy",Mid June,0.814
July,BR67,Fucus,BR,A,GASU/BAFU,0,10:08,GASU,G,ASU,F,"79F, Mostly Sunny",Mid June,0.344
July,BR67,Fucus,BR,A,GASU/BAFU,1,11:08,GASU,G,ASU,F,"79F, Mostly Sunny",Mid June,0.344
July,BR67,Fucus,BR,A,GASU/BAFU,2,12:08,GASU,G,ASU,F,"79F, Mostly Sunny",Mid June,0.344
July,BR67,Fucus,BR,A,GASU/BAFU,3,13:08,GASU,G,ASU,F,"79F, Mostly Sunny",Mid June,0.344
July,GR67,Fucus,GR,B,BASU/GAFU,0,10:10,TW,NONE,TW,M,"79F, Mostly Sunny",Mid June,0.926
July,GR67,Fucus,GR,B,BASU/GAFU,1,11:10,BASU,B,ASU,M,"79F, Mostly Sunny",Mid June,0.926
July,GR67,Fucus,GR,B,BASU/GAFU,2,12:10,BASU,B,ASU,M,"79F, Mostly Sunny",Mid June,0.926
July,GR67,Fucus,GR,B,BASU/GAFU,3,13:10,BASU,B,ASU,M,"79F, Mostly Sunny",Mid June,0.926
July,BR68,Fucus,BR,C,GASU/BAFU,0,10:13,SB,NONE,SB,F,"79F, Mostly Sunny",Early May,0.57
July,BR68,Fucus,BR,C,GASU/BAFU,1,11:13,SB,NONE,SB,F,"79F, Mostly Sunny",Early May,0.57
July,BR68,Fucus,BR,C,GASU/BAFU,2,12:13,GASU,G,ASU,F,"79F, Mostly Sunny",Early May,0.57
July,BR68,Fucus,BR,C,GASU/BAFU,3,13:13,GASU,G,ASU,F,"79F, Mostly Sunny",Early May,0.57
July,GR68,Fucus,GR,D,BASU/GAFU,0,10:16,SB,NONE,SB,M,"79F, Mostly Sunny",Early May,1.924
July,GR68,Fucus,GR,D,BASU/GAFU,1,11:16,GAFU,G,AFU,M,"79F, Mostly Sunny",Early May,1.924
July,GR68,Fucus,GR,D,BASU/GAFU,2,12:16,GAFU,G,AFU,M,"79F, Mostly Sunny",Early May,1.924
July,GR68,Fucus,GR,D,BASU/GAFU,3,13:13,GAFU,G,AFU,M,"79F, Mostly Sunny",Early May,1.924
July,BR69,Eelgrass,BR,A,GASU/BAFU,0,13:17,SB,NONE,SB,M,"80's F, Mostly Sunny",Mid June,1.007
July,BR69,Eelgrass,BR,A,GASU/BAFU,1,14:17,GASU,G,ASU,M,"80's F, Mostly Sunny",Mid June,1.007
July,BR69,Eelgrass,BR,A,GASU/BAFU,2,15:17,GASU,G,ASU,M,"80's F, Mostly Sunny",Mid June,1.007
July,BR69,Eelgrass,BR,A,GASU/BAFU,3,16:17,GASU,G,ASU,M,"80's F, Mostly Sunny",Mid June,1.007
July,GR69,Eelgrass,GR,B,BASU/GAFU,0,13:21,GAFU,G,AFU,M,"80's F, Mostly Sunny",Mid June,0.443
July,GR69,Eelgrass,GR,B,BASU/GAFU,1,14:40,GAFU,G,AFU,M,"80's F, Mostly Sunny",Mid June,0.443
July,GR69,Eelgrass,GR,B,BASU/GAFU,2,15:21,BASU,B,ASU,M,"80's F, Mostly Sunny",Mid June,0.443
July,GR69,Eelgrass,GR,B,BASU/GAFU,3,16:22,BASU,B,ASU,M,"80's F, Mostly Sunny",Mid June,0.443
July,BR70,Eelgrass,BR,C,GASU/BAFU,0,13:24,BAFU,B,AFU,M,"80's F, Mostly Sunny",Mid June,0.587
July,BR70,Eelgrass,BR,C,GASU/BAFU,1,14:25,BAFU,B,AFU,M,"80's F, Mostly Sunny",Mid June,0.587
July,BR70,Eelgrass,BR,C,GASU/BAFU,2,15:25,BAFU,B,AFU,M,"80's F, Mostly Sunny",Mid June,0.587
July,BR70,Eelgrass,BR,C,GASU/BAFU,3,16:24,BAFU,B,AFU,M,"80's F, Mostly Sunny",Mid June,0.587
July,GR70,Eelgrass,GR,D,BASU/GAFU,0,13:26,TW,NONE,TW,M,"80's F, Mostly Sunny",Mid June,0.384
July,GR70,Eelgrass,GR,D,BASU/GAFU,1,14:30,GAFU,G,AFU,M,"80's F, Mostly Sunny",Mid June,0.384
July,GR70,Eelgrass,GR,D,BASU/GAFU,2,15:26,BASU,B,ASU,M,"80's F, Mostly Sunny",Mid June,0.384
July,GR70,Eelgrass,GR,D,BASU/GAFU,3,16:26,BASU,B,ASU,M,"80's F, Mostly Sunny",Mid June,0.384
July,BR71,Eelgrass,BR,A,GASU/BAFU,0,12:56,SB,NONE,SB,F*,"68F, Mostly Cloudy",Mid June,0.265
July,BR71,Eelgrass,BR,A,GASU/BAFU,1,13:56,BAFU,B,AFU,F*,"68F, Mostly Cloudy",Mid June,0.265
July,BR71,Eelgrass,BR,A,GASU/BAFU,2,14:56,BAFU,B,AFU,F*,"68F, Mostly Cloudy",Mid June,0.265
July,BR71,Eelgrass,BR,A,GASU/BAFU,3,15:56,BAFU,B,AFU,F*,"68F, Mostly Cloudy",Mid June,0.265
July,GR71,Eelgrass,GR,B,BASU/GAFU,0,13:01,GAFU,G,AFU,F,"68F, Mostly Cloudy",Mid June,0.34
July,GR71,Eelgrass,GR,B,BASU/GAFU,1,14:01,BASU,B,ASU,F,"68F, Mostly Cloudy",Mid June,0.34
July,GR71,Eelgrass,GR,B,BASU/GAFU,2,15:01,BASU,B,ASU,F,"68F, Mostly Cloudy",Mid June,0.34
July,GR71,Eelgrass,GR,B,BASU/GAFU,3,16:01,BASU,B,ASU,F,"68F, Mostly Cloudy",Mid June,0.34
July,BR72,Eelgrass,BR,C,GASU/BAFU,0,13:06,BAFU,B,AFU,F,"68F, Mostly Cloudy",Mid June,0.444
July,BR72,Eelgrass,BR,C,GASU/BAFU,1,14:06,GASU,G,ASU,F,"68F, Mostly Cloudy",Mid June,0.444
July,BR72,Eelgrass,BR,C,GASU/BAFU,2,15:06,GASU,G,ASU,F,"68F, Mostly Cloudy",Mid June,0.444
July,BR72,Eelgrass,BR,C,GASU/BAFU,3,16:06,GASU,G,ASU,F,"68F, Mostly Cloudy",Mid June,0.444
July,GR72,Eelgrass,GR,D,BASU/GAFU,0,13:11,BASU,B,ASU,M,"68F, Mostly Cloudy",Mid June,0.437
July,GR72,Eelgrass,GR,D,BASU/GAFU,1,14:11,Drain,NONE,Drain,M,"68F, Mostly Cloudy",Mid June,0.437
July,GR72,Eelgrass,GR,D,BASU/GAFU,2,15:11,BASU,B,ASU,M,"68F, Mostly Cloudy",Mid June,0.437
July,GR72,Eelgrass,GR,D,BASU/GAFU,3,16:11,BASU,B,ASU,M,"68F, Mostly Cloudy",Mid June,0.437
July,BR73,Fucus,BR,A,GASU/BAFU,0,9:43,GASU,NONE,SB,F,"73F, Sunny",Early July,0.37
July,BR73,Fucus,BR,A,GASU/BAFU,1,10:43,GASU,G,ASU,F,"73F, Sunny",Early July,0.37
July,BR73,Fucus,BR,A,GASU/BAFU,2,11:43,GASU,G,ASU,F,"73F, Sunny",Early July,0.37
July,BR73,Fucus,BR,A,GASU/BAFU,3,12:43,GASU,G,ASU,F,"73F, Sunny",Early July,0.37
July,GR73,Fucus,GR,B,BASU/GAFU,0,9:45,SB,NONE,SB,F,"73F, Sunny",Early July,0.264
July,GR73,Fucus,GR,B,BASU/GAFU,1,10:45,SW,NONE,TW,F,"73F, Sunny",Early July,0.264
July,GR73,Fucus,GR,B,BASU/GAFU,2,11:45,BASU,B,ASU,F,"73F, Sunny",Early July,0.264
July,GR73,Fucus,GR,B,BASU/GAFU,3,12:45,SW,NONE,TW,F,"73F, Sunny",Early July,0.264
July,BR74,Fucus,BR,C,GASU/BAFU,0,9:48,TW,NONE,TW,F,"73F, Sunny",Early July,0.474
July,BR74,Fucus,BR,C,GASU/BAFU,1,10:48,BAFU,B,AFU,F,"73F, Sunny",Early July,0.474
July,BR74,Fucus,BR,C,GASU/BAFU,2,11:48,GASU,G,ASU,F,"73F, Sunny",Early July,0.474
July,BR74,Fucus,BR,C,GASU/BAFU,3,12:48,GASU,G,ASU,F,"73F, Sunny",Early July,0.474
July,GR74,Fucus,GR,D,BASU/GAFU,0,9:50,BASU,B,ASU,M,"73F, Sunny",Early July,0.147
July,GR74,Fucus,GR,D,BASU/GAFU,1,10:50,BASU,B,ASU,M,"73F, Sunny",Early July,0.147
July,GR74,Fucus,GR,D,BASU/GAFU,2,11:50,BASU,B,ASU,M,"73F, Sunny",Early July,0.147
July,GR74,Fucus,GR,D,BASU/GAFU,3,12:50,BASU,B,ASU,M,"73F, Sunny",Early July,0.147
July,BR75,Eelgrass,BR,A,GASU/BAFU,0,12:52,TW,NONE,TW,F,"75F, Mostly Sunny",Early May,0.291
July,BR75,Eelgrass,BR,A,GASU/BAFU,1,13:52,TW,NONE,TW,F,"75F, Mostly Sunny",Early May,0.291
July,BR75,Eelgrass,BR,A,GASU/BAFU,2,14:52,GASU,G,ASU,F,"75F, Mostly Sunny",Early May,0.291
July,BR75,Eelgrass,BR,A,GASU/BAFU,3,15:52,GASU,G,ASU,F,"75F, Mostly Sunny",Early May,0.291
July,GR75,Eelgrass,GR,B,BASU/GAFU,0,12:54,BASU,B,ASU,F,"75F, Mostly Sunny",Early May,0.314
July,GR75,Eelgrass,GR,B,BASU/GAFU,1,13:54,BASU,B,ASU,F,"75F, Mostly Sunny",Early May,0.314
July,GR75,Eelgrass,GR,B,BASU/GAFU,2,14:54,BASU,B,ASU,F,"75F, Mostly Sunny",Early May,0.314
July,GR75,Eelgrass,GR,B,BASU/GAFU,3,15:54,BASU,B,ASU,F,"75F, Mostly Sunny",Early May,0.314
July,BR76,Eelgrass,BR,C,GASU/BAFU,0,12:57,Drain,NONE,Drain,F,"75F, Mostly Sunny",Early May,0.391
July,BR76,Eelgrass,BR,C,GASU/BAFU,1,13:57,Drain,NONE,Drain,F,"75F, Mostly Sunny",Early May,0.391
July,BR76,Eelgrass,BR,C,GASU/BAFU,2,14:57,SB,NONE,SB,F,"75F, Mostly Sunny",Early May,0.391
July,BR76,Eelgrass,BR,C,GASU/BAFU,3,15:57,BAFU,B,AFU,F,"75F, Mostly Sunny",Early May,0.391
July,GR76,Eelgrass,GR,D,BASU/GAFU,0,12:59,SB,NONE,SB,M,"75F, Mostly Sunny",Early May,1.104
July,GR76,Eelgrass,GR,D,BASU/GAFU,1,13:59,BASU,B,ASU,M,"75F, Mostly Sunny",Early May,1.104
July,GR76,Eelgrass,GR,D,BASU/GAFU,2,14:59,BASU,B,ASU,M,"75F, Mostly Sunny",Early May,1.104
July,GR76,Eelgrass,GR,D,BASU/GAFU,3,15:59,BASU,B,ASU,M,"75F, Mostly Sunny",Early May,1.104
July,BR77,Eelgrass,BR,A,GASU/BAFU,0,9:51,BAFU,B,AFU,M,"72F, Partly Cloudy",Mid June,0.397
July,BR77,Eelgrass,BR,A,GASU/BAFU,1,10:51,BAFU,B,AFU,M,"72F, Partly Cloudy",Mid June,0.397
July,BR77,Eelgrass,BR,A,GASU/BAFU,2,11:51,BAFU,B,AFU,M,"72F, Partly Cloudy",Mid June,0.397
July,BR77,Eelgrass,BR,A,GASU/BAFU,3,12:51,BAFU,B,AFU,M,"72F, Partly Cloudy",Mid June,0.397
July,GR77,Eelgrass,GR,B,BASU/GAFU,0,9:52,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.293
July,GR77,Eelgrass,GR,B,BASU/GAFU,1,10:52,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.293
July,GR77,Eelgrass,GR,B,BASU/GAFU,2,11:52,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.293
July,GR77,Eelgrass,GR,B,BASU/GAFU,3,12:52,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.293
July,BR78,Eelgrass,BR,C,GASU/BAFU,0,9:54,SB,NONE,SB,F,"72F, Partly Cloudy",Mid June,0.46
July,BR78,Eelgrass,BR,C,GASU/BAFU,1,10:54,SB,NONE,SB,F,"72F, Partly Cloudy",Mid June,0.46
July,BR78,Eelgrass,BR,C,GASU/BAFU,2,11:54,SB,NONE,SB,F,"72F, Partly Cloudy",Mid June,0.46
July,BR78,Eelgrass,BR,C,GASU/BAFU,3,12:54,SB,NONE,SB,F,"72F, Partly Cloudy",Mid June,0.46
July,GR78,Eelgrass,GR,D,BASU/GAFU,0,9:56,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.328
July,GR78,Eelgrass,GR,D,BASU/GAFU,1,10:56,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.328
July,GR78,Eelgrass,GR,D,BASU/GAFU,2,11:56,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.328
July,GR78,Eelgrass,GR,D,BASU/GAFU,3,12:56,BASU,B,ASU,F,"72F, Partly Cloudy",Mid June,0.328
July,BR79,Fucus,BR,A,GASU/BAFU,0,12:57,TW,NONE,TW,F,"72F, Partly Cloudy",Mid June,0.321
July,BR79,Fucus,BR,A,GASU/BAFU,1,13:57,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.321
July,BR79,Fucus,BR,A,GASU/BAFU,2,14:59,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.321
July,BR79,Fucus,BR,A,GASU/BAFU,3,15:57,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.321
July,GR79,Fucus,GR,B,BASU/GAFU,0,12:59,BASU,B,ASU,M,"72F, Partly Cloudy",Mid June,1.053
July,GR79,Fucus,GR,B,BASU/GAFU,1,13:59,BASU,B,ASU,M,"72F, Partly Cloudy",Mid June,1.053
July,GR79,Fucus,GR,B,BASU/GAFU,2,15:06,GAFU,G,AFU,M,"72F, Partly Cloudy",Mid June,1.053
July,GR79,Fucus,GR,B,BASU/GAFU,3,15:59,GAFU,G,AFU,M,"72F, Partly Cloudy",Mid June,1.053
July,BR80,Fucus,BR,C,GASU/BAFU,0,13:01,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.326
July,BR80,Fucus,BR,C,GASU/BAFU,1,14:03,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.326
July,BR80,Fucus,BR,C,GASU/BAFU,2,15:02,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.326
July,BR80,Fucus,BR,C,GASU/BAFU,3,16:01,BAFU,B,AFU,F,"72F, Partly Cloudy",Mid June,0.326
July,GR80,Fucus,GR,D,BASU/GAFU,0,13:03,GAFU,G,AFU,M,"72F, Partly Cloudy",Mid June,1.285
July,GR80,Fucus,GR,D,BASU/GAFU,1,14:03,GAFU,G,AFU,M,"72F, Partly Cloudy",Mid June,1.285
July,GR80,Fucus,GR,D,BASU/GAFU,2,15:03,GAFU,G,AFU,M,"72F, Partly Cloudy",Mid June,1.285
